  Prov. Des.    q       Q       H     Epoch      M     Peri. Node   Incl.  e      a
  2006 QV180  44.236  45.335    6.5   20060813  180.3   19.6 119.1  14.2 0.012  44.785
  2006 QU180  43.019  43.489    6.0   20060813  360.0  345.1 331.5  19.1 0.005  43.254
  2006 QS180  40.839  51.000    6.6   20060813  360.0    2.1 300.0  31.1 0.111  45.919
  2006 QR181  37.098  55.984    7.2   20190427   47.8   29.9 290.9   9.8 0.203  46.541
  2006 QR180  34.861  46.075    7.8   20060813  360.0    1.1 235.8  39.0 0.139  40.468
  2006 QQ181  41.067  48.974    7.1   20060813  360.0  273.6  71.2   1.1 0.088  45.020
  2006 QQ180  34.820  49.899    6.7   20201217   74.5  154.0 145.5   9.4 0.178  42.359
  2006 QO181  42.566  45.131    6.8   20060902    0.0  247.8  97.4   2.9 0.029  43.849
  2006 QN181  38.807  50.499    7.5   20060813  360.0  187.1 157.3  20.5 0.131  44.653
  2006 QM181  42.579  48.587    6.7   20060902    0.0  292.7  51.4   2.6 0.066  45.583
  2006 QL181  38.885  47.388    7.3   20060813  360.0  262.3  81.9   1.9 0.099  43.137
  2006 QK181  37.578  48.282    7.3   20060902    0.0  170.8 172.7  19.6 0.125  42.930
  2006 QF181  41.502  47.977    6.9   20190427  282.3  326.7 136.8   2.7 0.072  44.739
  2006 QE181  41.356  43.383    7.6   20180323   31.9  240.8 103.7   2.1 0.024  42.370
  2006 QC181  38.291  49.412    6.6   20060902  180.1    5.3 177.8  22.6 0.127  43.852
  2006 QB181  41.931  45.442    6.7   20060902  180.1  117.1  64.5   2.2 0.040  43.687
  2006 QA181  38.914  45.643    7.6   20190427  315.3  272.2 159.0   4.8 0.080  42.278
  2006 OC22   42.333  48.232    6.6   20060704  360.0  160.8 138.2   0.8 0.065  45.283
  2006 JW81   44.298  45.578    7.0   20060415  180.5   21.0   5.8   1.3 0.014  44.938
  2006 JV58   42.230  48.423    6.6   20180323   11.1   93.8 144.3   0.3 0.068  45.326
  2006 JU58   40.879  52.289    6.6   20190427   99.4  256.6 238.5   7.0 0.122  46.584
  2006 HZ122  38.322  56.532    7.6   20180323  341.8   41.8 242.5  30.0 0.192  47.427
  2006 HY122  43.198  45.125    6.5   20060614    0.2  209.0  29.3   2.9 0.022  44.161
  2006 HW122  42.708  48.925    6.5   20190427   61.6  129.9  46.2   1.5 0.068  45.817
  2006 HU122  41.546  44.861    6.6   20060415  360.0  179.4  61.5  49.0 0.038  43.203
  2006 HT122  33.318  45.829    7.7   20190427   90.7  320.2 171.6   7.2 0.158  39.574
  2006 HR122  39.006  86.458    7.6   20190427   17.7  146.3  50.3   3.5 0.378  62.732
  2006 HP122  38.726  54.490    7.2   20190427   29.0  149.4  40.8   9.1 0.169  46.608
  2006 HN122  37.349  53.868    7.64  20201217   29.5  158.9 317.3   7.8 0.181  45.608
  2006 HG123  36.299  42.729    7.5   20060505    0.0    5.2 206.9  23.9 0.081  39.514
  2006 HE123  40.969  47.876    7.1   20190427   31.7  133.3  84.5   4.2 0.078  44.422
  2006 HD123  41.174  42.244    7.3   20060525    0.1  163.5  72.4   2.6 0.013  41.709
  2006 HC123  39.179  49.020    7.5   20060525    0.1  177.8  57.5  10.7 0.112  44.099
  2006 HB123  40.134  48.819    7.1   20190427    5.6  127.6 115.8   1.8 0.098  44.476
  2006 HA123  40.845  45.351    7.2   20180323   35.8  168.9  52.0   3.3 0.052  43.098
  2006 CH69   44.076  46.993    6.5   20200531   45.9   62.2  40.9   1.8 0.032  45.534
  2006 BR284  42.062  45.046    6.74  20201217   27.3  100.6  15.0   1.2 0.034  43.554
  2006 AO101  41.918  63.928    7.1   20060125  180.1  205.7 102.1   1.1 0.208  52.923
  2006 AN98   42.820  45.447    8.2   20060105  360.0   26.1 102.2   2.5 0.030  44.133
  2006 AM98   39.329  47.984    7.7   20060125    0.1  179.4 308.4  17.9 0.099  43.656
  2006 AL98   38.046  48.564    9.0   20060105  360.0    2.2 125.6  13.7 0.121  43.305
  2006 AK98   41.912  46.246    8.2   20060214    0.1    1.7 126.0  17.7 0.049  44.079
  2005 YM292  44.953  46.998    7.4   20051216  360.0    1.1  74.3  28.2 0.022  45.975
  2005 YL292  38.002  51.391    8.5   20051216  360.0   13.7  56.8   5.2 0.150  44.697
  2005 VZ122  33.798  48.320    7.2   20200531   35.1  178.7 222.0  12.1 0.177  41.059
  2005 VA123  29.418  49.369    7.3   20201217   64.7  316.6  39.6   1.5 0.253  39.393
  2005 TV189  31.953  46.448    7.5   20200531   20.0  184.7 246.3  34.4 0.185  39.200
  2005 TN74   32.105  52.407    7.6   20190427  355.7  224.2 179.3   2.2 0.240  42.256
  2005 SE278  37.589  46.767    7.1   20190427   26.9  268.5  95.1   6.9 0.109  42.178
  2005 PS21   41.067  47.934    6.7   20190427  282.3  251.0 188.6   2.6 0.077  44.501
  2005 PP21   41.463  49.542    6.5   20050729  360.0  211.8 132.7   1.6 0.089  45.502
  2005 PO21   43.291  43.291    6.9   20050729    0.0  287.8  55.8   2.6 0.000  43.291
  2005 PN21   45.739  45.739    6.3   20050729    0.0  311.7  31.7   2.7 0.000  45.739
  2005 PM21   37.781  49.575    6.6   20050729  360.0  349.7 350.8  28.5 0.135  43.678
  2005 PL21   39.610  53.890    6.6   20190427   65.5  213.7  38.4   4.7 0.153  46.750
  2005 PK21   40.518  48.139    7.0   20050729  360.0   11.8 289.3   4.1 0.086  44.329
  2005 PH23   41.553  46.588    9.1   20050729  360.0  190.8 148.2   4.1 0.057  44.070
  2005 PG23   37.537  54.162    9.3   20050729  180.9   15.7 142.8   2.0 0.181  45.850
  2005 PF23   41.122  48.680    9.7   20050729  360.0  210.9 128.1   1.1 0.084  44.901
  2005 PE23   41.974  45.628   10.5   20050729  360.0  358.5 340.4  20.9 0.042  43.801
  2005 PD23   43.526  44.620    8.5   20050729  179.6  152.7   7.1   0.8 0.012  44.073
  2005 NV125  34.048  54.353    6.5   20200531   38.1  328.3 301.9  13.3 0.230  44.200
  2005 NU125  39.729 123.871    6.5   20190427    7.4  358.8 297.2  37.1 0.514  81.800
  2005 LB54   41.647  46.465    5.8   20190427  355.7  170.7  96.1   3.0 0.055  44.056
  2005 LA54   41.358  48.064    6.5   20190427  353.6  197.7  70.6   7.9 0.075  44.711
  2005 JZ174  39.589  46.243    6.7   20190427  298.8  239.0  59.2   6.5 0.078  42.916
  2005 JY185  41.542  47.311    6.8   20190427  107.6  115.8  31.9   2.1 0.065  44.427
  2005 JQ179  41.306  43.959    6.3   20050510  179.9  310.5  79.7   2.7 0.031  42.632
  2005 JO179  41.518  45.747    6.7   20050510  360.0   68.2 137.5   2.2 0.048  43.633
  2005 JJ186  40.495  49.582    6.6   20190427  335.3  235.7  63.7   4.1 0.101  45.039
  2005 JH177  40.467  49.216    7.0   20190427   39.1   63.2 117.5   3.3 0.098  44.841
  2005 JB186  37.102  46.550    7.7   20190427  346.5   36.0 238.4  20.2 0.113  41.826
  2005 JA186  43.992  47.523    7.2   20050510  360.0  203.6  24.3   4.0 0.039  45.757
  2005 JA175  38.269  46.965    6.1   20200531  176.3  193.9 225.1  14.2 0.102  42.617
  2005 GZ206  39.748  49.747    7.2   20050331  360.0  159.0  41.1  26.8 0.112  44.747
  2005 GZ186  38.183  49.477    7.0   20050331  360.0  154.0  36.0   7.5 0.129  43.830
  2005 GY206  34.785  44.641    7.7   20050331  360.0   23.9 155.5  19.5 0.124  39.713
  2005 GY186  38.302  47.850    7.4   20050331  360.0  182.4   5.0  12.5 0.111  43.076
  2005 GX186  43.022  44.714    7.25  20201217  316.9   77.8 159.0   3.8 0.019  43.868
  2005 GW210  28.947  50.409    7.5   20050510   53.6   88.8  37.7  24.7 0.270  39.678
  2005 GW186  36.893  49.533    6.8   20050331  360.0  349.5 157.8   3.0 0.146  43.213
  2005 GV210  32.824  45.925    6.6   20190427  114.1  260.8 174.8  12.0 0.166  39.375
  2005 GF187  29.407  50.311    8.2   20190427  354.6  134.7 128.9   3.9 0.262  39.859
  2005 GD187  41.907  43.916    7.3   20200531  199.4  335.7 354.4   0.7 0.023  42.912
  2005 GC187  38.675  50.221    7.2   20190427   23.8  200.9   2.3   2.4 0.130  44.448
  2005 GA187  30.920  48.460    7.5   20190427  307.9  282.0  27.7  18.7 0.221  39.690
  2005 EZ300  30.066  49.449    7.6   20190427  329.0  252.3 357.1  10.3 0.244  39.757
  2005 EX318  30.842  48.530    7.0   20190427   52.0   28.5 100.3   6.6 0.223  39.686
  2005 EW318  41.374  47.700    6.1   20190427  174.2  225.6 128.5   1.1 0.071  44.537
  2005 EP296  46.832  46.832    7.2   20050420    0.2   17.9 138.7   3.3 0.000  46.832
  2005 EO296  41.159  49.056    6.5   20050219  180.9  349.6 337.1   0.6 0.088  45.107
  2005 EM303  42.691  44.925    7.6   20190427  351.2  112.0 113.3   5.6 0.025  43.808
  2005 EK298  34.357  44.746    7.5   20050311   71.8  275.5 149.2  40.2 0.131  39.552
  2005 EJ300  43.123  43.123    8.0   20050311    0.0  356.0 166.4  21.7 0.000  43.123
  2005 EH305  40.121  47.991    6.4   20050311  180.2  177.1 190.3   7.5 0.089  44.056
  2005 EE296  40.791  47.177    6.7   20200531  247.8  293.0 342.0   3.3 0.073  43.984
  2005 ED300  40.350  47.495    7.2   20050311  179.5   13.2 329.6   1.8 0.081  43.923
  2005 EC318  42.003  45.123    6.34  20201217  138.0  281.9 109.3   2.5 0.036  43.563
  2005 EB318  39.003  51.611    6.7   20190427   91.8  306.2 166.8   4.5 0.139  45.307
  2005 CG81   40.998  66.741    6.4   20190427  338.2   57.6 134.7  26.2 0.239  53.869
  2005 CF81   34.173  38.535    8.3   20200531   49.8    1.7 109.3   0.4 0.060  36.354
  2005 CE81   40.716  44.253    7.44  20201217    7.6   43.7 103.9   3.1 0.042  42.484
  2005 CD81   33.007  45.214    7.05  20201217  198.9    1.9 317.9  21.4 0.156  39.110
  2005 CA79   37.091  57.807    5.2   20201217   19.9   69.0  50.2  11.7 0.218  47.449
  2005 BW49   40.550  47.434    6.6   20190427  325.9  124.2  59.0   2.1 0.078  43.992
  2005 BV49   41.708  45.168    6.95  20201217    2.1   28.9 116.2   8.0 0.040  43.438
  2004 XZ186  25.958  53.338   10.0   20041201  307.2  276.5 222.5  11.1 0.345  39.648
  2004 XY186  34.103  44.842    9.8   20041201  360.0  356.1  21.0  21.2 0.136  39.473
  2004 XX190  40.343  49.598    6.90  20201217   44.1  331.1  72.0   1.6 0.103  44.970
  2004 XX186  46.906  46.906    8.6   20041201    0.0  282.6  93.4   1.7 0.000  46.906
  2004 XW186  43.580  47.734    8.7   20041201  360.0  288.5  75.2   0.6 0.045  45.657
  2004 XR190  51.108  63.404    4.3   20190427  277.1  285.6 252.4  46.8 0.107  57.256
  2004 VZ75   31.701  46.867    6.4   20190427  279.5   13.9 168.7   4.5 0.193  39.284
  2004 VZ130  28.332  50.612    8.79  20201217   39.1  333.9  40.0  11.6 0.282  39.472
  2004 VY75   41.981  49.083    6.9   20041022  180.0    1.6 226.6  13.0 0.078  45.532
  2004 VY130  28.447  49.768    8.1   20190427   21.2  180.1 222.4  10.2 0.273  39.107
  2004 VX75   38.519  49.175    7.1   20041022  359.9    8.9  38.2  21.1 0.122  43.847
  2004 VX130  31.129  47.733    7.71  20201217   68.8  290.9  44.4   5.7 0.211  39.431
  2004 VW75   30.348  48.298    8.7   20041022  359.9    8.4  35.3  23.3 0.228  39.323
  2004 VV75   28.326  51.015    8.7   20041111    0.0   14.8  21.1   9.9 0.286  39.671
  2004 VV131  40.790  47.415    6.4   20200531  152.6  208.8  50.4   1.7 0.075  44.103
  2004 VV130  32.019  46.614    7.5   20201217    2.9   28.4  46.4  23.9 0.186  39.316
  2004 VU75   37.632  49.453    6.7   20190427   83.9  246.3  53.0   3.3 0.136  43.543
  2004 VU131  41.098  49.566    7.4   20190427   24.5  180.8 207.8   0.8 0.093  45.332
  2004 VN78   32.269  46.439    8.0   20041111  360.0   97.2 320.8   3.1 0.180  39.354
  2004 VM78   44.359  44.359    6.9   20041111    0.0  178.4 238.6  32.0 0.000  44.359
  2004 VL78   30.140  48.414    8.2   20041111  360.0  183.1 225.4  19.1 0.233  39.277
  2004 VF131  34.064  52.889    6.8   20190427   86.5   62.7 246.4   0.8 0.216  43.476
  2004 VE131  31.333  52.709    7.6   20190427  316.8  273.1 219.2   5.2 0.254  42.021
  2004 VD131  40.305  52.291    6.60  20201217   49.6  328.4  36.1   3.6 0.129  46.298
  2004 VC131  40.651  47.091    6.2   20201217   17.2  277.8 125.0   0.5 0.073  43.871
  2004 VA76   43.946  43.946    6.8   20041022    0.0  309.7 123.1   1.1 0.000  43.946
  2004 UW10   29.626  49.280   10.5   20041111    0.1  342.0  35.3   4.6 0.249  39.453
  2004 UU10   45.949  45.949    8.8   20041111    0.1  211.8 158.6   2.3 0.000  45.949
  2004 US10   30.861  47.952    9.3   20190427   12.3    6.4  14.1  10.3 0.217  39.407
  2004 UF10   34.334  44.484    7.8   20041022    0.0   83.5 326.3   5.3 0.129  39.409
  2004 UE10   34.936  43.954    7.7   20041022    0.0    1.4  46.8  18.7 0.114  39.445
  2004 UD10   40.863  44.415    6.7   20190427  162.7  206.8  54.7   3.5 0.042  42.639
  2004 TW357  32.030  47.000    7.8   20041022    0.0    8.5  43.1  32.0 0.189  39.515
  2004 TF282  39.335 120.885    6.3   20200531    9.2  170.6 235.0  23.2 0.509  80.110
  2004 TB358  40.550  47.072    7.1   20041022    0.0   65.0 335.0   1.8 0.074  43.811
  2004 QH29   39.270  62.664    7.3   20190427    0.7   18.1 326.6  12.0 0.230  50.967
  2004 QG29   37.024  60.352    7.9   20190427   31.2  333.4 319.8  27.1 0.240  48.688
  2004 QE29   37.420  44.589    7.5   20190427   25.4  353.5 317.8  24.1 0.087  41.004
  2004 PZ111  38.209  49.033    7.1   20040823    0.0  262.2  55.0   5.1 0.124  43.621
  2004 PZ107  37.205  55.126    7.6   20200531  351.1   42.2 297.3  10.8 0.194  46.165
  2004 PY117  28.763  51.967    7.2   20200531   37.8  153.4 129.9  23.3 0.287  40.365
  2004 PY111  40.614  48.056    6.6   20040823    0.0  192.0 124.8  10.3 0.084  44.335
  2004 PY107  40.053  49.058    6.5   20200531   54.4  173.5  81.5   1.6 0.101  44.555
  2004 PX117  40.057  48.864    6.5   20190427  124.8   76.2 120.0   3.7 0.099  44.460
  2004 PX107  41.229  46.479    7.2   20190427   39.9  207.0  65.4   3.0 0.060  43.854
  2004 PW117  41.560  46.283    6.3   20200531  168.8   76.3  81.4   1.9 0.054  43.922
  2004 PW107  37.990  49.786    7.1   20200531  352.6  183.4 198.2   2.8 0.134  43.888
  2004 PV117  38.987  53.709    6.5   20190427   34.4  314.8 329.2   4.3 0.159  46.348
  2004 PV107  39.019  50.462    5.9   20040803  181.3  184.1 342.2  32.0 0.128  44.740
  2004 PU117  42.279  43.764    6.8   20190427  345.4  318.5  23.2   1.9 0.017  43.022
  2004 PU107  43.513  46.482    6.7   20040823  181.3  111.7  23.3   5.0 0.033  44.997
  2004 PT117  41.435  44.951    6.7   20190427  118.8  202.3   0.2   1.2 0.041  43.193
  2004 PS107  36.282  60.248    7.6   20190427   33.3  152.2 140.0  24.5 0.248  48.265
  2004 PF112  41.031  48.819    6.7   20040823  180.0   81.0  35.9   2.3 0.087  44.925
  2004 PE112  45.903  45.903    6.7   20040823    0.0  293.4  53.3   3.6 0.000  45.903
  2004 PD112  43.577  85.013    6.1   20040912  317.7   44.7  17.0   6.7 0.322  64.295
  2004 PC112  42.495  46.201          20040823    0.0  277.3  69.5   2.4 0.042  44.348
  2004 PB108  40.338  50.163    6.6   20200531  313.3  271.1 147.3  20.2 0.109  45.251
  2004 OQ15   38.239  49.935    6.57  20210705  334.4  236.9 110.7   9.7 0.133  44.087
  2004 OL12   43.632  43.632    6.1   20040803    0.1  249.9  39.2   2.8 0.000  43.632
  2004 OJ14   39.310  72.243    6.4   20190427   46.1  132.0 104.1  22.4 0.295  55.777
  2004 MV8    38.961  56.175    7.0   20190427    8.9  192.8 110.2  27.1 0.181  47.568
  2004 MU8    41.762  48.507    6.0   20190427  226.0  335.6 109.7   3.6 0.075  45.134
  2004 MT8    41.828  44.932    6.5   20190427  186.3   30.1  87.2   2.2 0.036  43.380
  2004 MS8    27.676  51.642    8.3   20190427   26.9  345.6 288.2  12.2 0.302  39.659
  2004 MP10   31.276  47.513    8.0   20040714  211.1  334.4  93.8   2.6 0.206  39.394
  2004 MN10   35.823  44.349    8.02  20040809   50.3  107.6 103.7   6.4 0.106  40.086
  2004 LY32   40.001  74.420    7.16  20040624    0.0    5.0 263.6  13.1 0.301  57.210
  2004 LW31   42.919  50.934    7.0   20200531  304.8  226.4 125.5   3.0 0.085  46.927
  2004 LV31   38.719  49.991    8.8   20190427  291.9  268.9 101.1   6.6 0.127  44.355
  2004 LU32   39.145  52.654    8.61  20200531  309.2  229.2 127.4   2.3 0.147  45.900
  2004 LD33   31.376  47.114    8.5   20040604  180.3  186.3 263.3  15.3 0.201  39.245
  2004 LC33   39.305  47.083    7.9   20040604  181.8  356.3  91.1  37.6 0.090  43.194
  2004 KM19   33.839  62.712    8.2   20190427   18.3  306.5 283.9   1.7 0.299  48.276
  2004 KL19   32.312  64.184    8.7   20190427   13.6  199.8  38.5   5.7 0.330  48.248
  2004 KK19   36.851  48.476    7.2   20190427  138.7  220.3 238.0   4.5 0.136  42.663
  2004 KJ19   35.922  59.005    7.1   20190427  345.9   46.0 236.6  24.4 0.243  47.464
  2004 KH19   36.430  45.578    6.4   20190427  140.1  226.8 232.9  35.1 0.112  41.004
  2004 KG19   42.387  44.845    7.4   20190427   25.6  282.0 299.2   1.0 0.028  43.616
  2004 KF19   41.332  47.666    6.9   20190427    2.6  276.6 329.8   0.1 0.071  44.499
  2004 KE19   42.326  46.968    6.4   20200531   46.5  264.7 292.7   1.2 0.052  44.647
  2004 KC19   30.008  49.336    8.2   20190427   11.5    7.4 240.5   5.6 0.244  39.672
  2004 KB19   30.985  48.676    7.4   20190427  306.1  284.6  43.9  17.1 0.222  39.830
  2004 HZ78   33.608  46.207    7.3   20190427  350.3  220.7  25.7  13.3 0.158  39.907
  2004 HY78   31.634  47.646    8.3   20190427   11.1  194.8  25.2  12.6 0.202  39.640
  2004 HX78   33.407  46.146    7.8   20190427    9.5   20.2 228.9  16.2 0.160  39.777
  2004 HP79   38.856  57.203    6.6   20190427  357.8   61.2 173.9   2.2 0.191  48.030
  2004 HN79   35.228  56.939    7.1   20200531  349.5  219.3  32.8  11.7 0.236  46.084
  2004 HL79   39.234  45.528    7.5   20190427   60.0  318.5 202.5  16.7 0.074  42.381
  2004 HK79   40.443  48.088    6.9   20180323  340.3  180.6  69.0   1.9 0.086  44.266
  2004 HH79   40.784  46.332    7.0   20200531  300.9   94.5 222.3   8.6 0.064  43.558
  2004 HG79   43.168  45.943    6.9   20190427  359.7  190.4  56.3   3.6 0.031  44.556
  2004 HE79   40.007  49.392    7.3   20190427   16.8  164.7  62.8   3.1 0.105  44.699
  2004 HD79   45.067  47.523    5.7   20190427  227.3  221.2 159.0   1.3 0.027  46.295
  2004 HC79   38.988  54.710    7.1   20190427   18.3  157.8  68.5   1.4 0.168  46.849
  2004 HB79   30.289  49.001    8.7   20190427  354.1  188.8  62.6   2.7 0.236  39.645
  2004 HA79   29.964  49.050    7.2   20190427   91.6  263.7 203.2  22.7 0.242  39.507
  2004 FW164  33.343  46.217    8.1   20190427   19.1    3.7 197.9   9.1 0.162  39.780
  2004 FU148  30.486  49.239    7.5   20200531  336.7   81.7 197.9  16.6 0.235  39.863
  2004 EV95   32.496  46.813    7.6   20190427  116.6  256.3 192.1  12.3 0.181  39.655
  2004 ET95   42.104  45.467    7.3   20040316    0.0  107.9  84.3   1.7 0.038  43.785
  2004 ES95   38.949  52.252    6.8   20190427  334.7  210.3  37.3   3.5 0.146  45.600
  2004 ER95   37.403  51.556    6.3   20040405  180.5  237.8 129.5   2.7 0.159  44.480
  2004 EQ95   41.947  47.367    7.4   20040316    0.0   38.8 122.5   5.5 0.061  44.657
  2004 EP95   42.114  45.538    7.1   20190427  304.6  110.3 171.9  10.2 0.039  43.826
  2004 EO95   41.973  45.519    6.1   20040225  359.9  136.3  44.2   3.2 0.041  43.746
  2004 EJ96   30.066  49.670    8.0   20190427  340.9  232.2  18.7   9.3 0.246  39.868
  2004 DN64   42.139  45.495    7.6   20040225  360.0  115.2  67.5   2.0 0.038  43.817
  2004 DM71   41.907  44.520    7.4   20190427  140.5  301.3 105.6   2.3 0.030  43.214
  2004 DM64   38.803  51.317    7.0   20200531  329.4  213.5  30.4   3.6 0.139  45.060
  2004 DL71   44.244  44.244    7.1   20040225    0.0   78.0  92.7   2.2 0.000  44.244
  2004 DL64   42.668  48.038    7.0   20040225  360.0  220.6 309.1   1.0 0.059  45.353
  2004 DK71   40.364  48.274    7.3   20040225  360.0   53.2 116.9   5.9 0.089  44.319
  2004 DK64   39.261  48.040    7.4   20040225  360.0    7.5 162.3  18.6 0.101  43.650
  2004 DH64   41.701  50.737    5.93  20201217  233.3  155.1 134.8   3.5 0.098  46.219
  2004 DG77   38.014  49.581    7.32  20201217  276.9  295.9 352.9  47.8 0.132  43.797
  2004 DG64   42.054  44.001    7.7   20040225  360.0  135.0  32.6   3.1 0.023  43.027
  2004 DF77   43.386  43.386    7.7   20040225    0.0  174.5 354.5  43.8 0.000  43.386
  2003 YZ179  38.226  48.148    7.6   20040205    0.1    2.1 109.5  13.4 0.115  43.187
  2003 YY179  33.381  45.733    9.1   20031028    0.1  178.0 255.4  10.9 0.156  39.557
  2003 YX179  41.657  45.034    7.0   20200531  324.9   59.5 112.2   4.9 0.039  43.345
  2003 YV179  36.695  56.700    6.99  20201217  333.8   68.2 110.0  15.6 0.214  46.697
  2003 YU179  39.230  53.607    6.92  20201217   34.0  324.9 126.5   4.9 0.155  46.418
  2003 YT179  41.983  44.643    7.1   20200531  220.3  349.6 283.4   1.7 0.031  43.313
  2003 YS179  42.250  44.398    6.89  20201217  266.4  142.0  86.6   3.7 0.025  43.324
  2003 YR179  41.146  45.182    7.11  20201217    1.3   28.5 104.5   9.8 0.047  43.164
  2003 YP179  40.362  47.142    7.35  20201217   60.7  358.3  66.0   0.9 0.077  43.752
  2003 YN179  43.596  44.452    6.8   20190427  176.3  211.9  66.3   2.8 0.010  44.024
  2003 YK179  35.515  47.400    7.5   20190427  286.7  288.0 250.2  19.7 0.143  41.457
  2003 YJ179  40.195  46.572    7.1   20190427   12.1   44.3  31.4   1.4 0.073  43.383
  2003 WW188  40.865  47.642    7.4   20031117  360.0   90.2 357.2   5.1 0.077  44.253
  2003 WV188  45.920  45.920    7.1   20031117    0.0  340.9  72.7   8.3 0.000  45.920
  2003 WU188  42.169  45.601    6.37  20201217   79.1  305.7  84.1   3.8 0.039  43.885
  2003 WS188  30.000  48.656    9.0   20031117  360.0  103.0 340.7   5.8 0.237  39.328
  2003 WS184  41.789  46.236    7.4   20031117  360.0  305.9 118.0   2.6 0.051  44.012
  2003 WQ188  46.338  46.338    5.9   20031227    0.1   52.4  43.0   5.9 0.000  46.338
  2003 WO193  29.770  49.387    8.27  20210705   51.0  222.4 112.8   6.6 0.248  39.578
  2003 WN193  29.423  49.378    8.5   20031207    0.1  256.3 138.3  21.6 0.253  39.401
  2003 WA191  29.996  48.293    8.29  20201217   34.1  225.7 179.2   4.5 0.234  39.144
  2003 UZ292  37.237  49.064    7.7   20031028    0.0  347.2  61.6  22.2 0.137  43.150
  2003 UZ291  38.899  50.902    6.5   20190427  264.2  318.9 225.9   5.4 0.134  44.900
  2003 UY291  41.095  57.046    7.21  20201217   49.4   15.6 358.0   3.5 0.163  49.071
  2003 UX292  38.592  49.534    6.6   20031028    0.0  347.2  46.2  10.5 0.124  44.063
  2003 UX291  46.500  46.500    7.0   20031028    0.0  202.0 212.5  10.6 0.000  46.500
  2003 UW291  44.614  44.614    6.3   20031028    0.0  347.4  46.2  11.7 0.000  44.614
  2003 UV292  30.728  47.540    7.3   20190427   64.6  120.6 235.7  11.0 0.215  39.134
  2003 UV291  41.729  45.162    7.3   20190427  137.2   47.0 226.3   2.1 0.040  43.445
  2003 UU292  34.257  44.657    8.2   20031028    0.0  192.6 219.0  16.6 0.132  39.457
  2003 UT292  27.691  50.329    7.1   20200531  352.1  255.7 211.0  17.6 0.290  39.010
  2003 UT291  39.741  45.446    6.4   20190427  166.8  205.7  51.1   1.6 0.067  42.594
  2003 US291  44.922  44.922    7.1   20031028    0.0  181.1 223.5  23.5 0.000  44.922
  2003 UQ292  34.621  44.407    7.0   20031028    0.0  296.5  96.7   3.1 0.124  39.514
  2003 UO292  31.983  46.792    7.4   20031028    0.0  345.1  63.3   5.0 0.188  39.387
  2003 UN292  40.031  49.288    7.5   20190427  342.8   74.6  23.4   0.9 0.104  44.660
  2003 UN284  42.278  42.700    7.5   20201217   95.6  304.3  35.9   3.1 0.005  42.489
  2003 UM292  37.426  54.724    7.0   20031028    0.0  188.9 223.5  18.4 0.188  46.075
  2003 UL292  41.537  48.267    7.3   20031028    0.0  288.5 120.7   3.9 0.075  44.902
  2003 UK293  39.192  45.170    7.4   20190427  308.5  301.5 172.0   3.0 0.071  42.181
  2003 UK292  38.483  47.939    7.2   20031028  180.0  165.6  62.9  13.0 0.109  43.211
  2003 UH292  40.951  46.911    7.7   20031028    0.0  199.9 173.8   7.4 0.068  43.931
  2003 UG292  39.143  47.680    7.0   20031117  359.2  329.4  88.4   7.1 0.098  43.412
  2003 UF292  39.103  50.462    7.3   20031028    0.0  354.1  58.6  30.9 0.127  44.783
  2003 UE292  37.608  49.331    6.7   20031028    0.0  169.8 242.4  18.5 0.135  43.469
  2003 UD292  40.930  51.066    6.6   20031028    0.0  207.5 202.7   7.7 0.110  45.998
  2003 UC292  41.195  49.051    6.9   20031028    0.0  351.9  42.7   3.9 0.087  45.123
  2003 UB292  44.102  49.670    5.7   20190427  186.6  196.5  28.2  19.3 0.059  46.886
  2003 UA292  39.780  53.755    6.1   20031028  179.8    5.6 232.2  11.2 0.149  46.767
  2003 TL58   41.535  45.075    7.0   20190427  331.2  229.5 255.3   7.8 0.041  43.305
  2003 TK58   39.868  45.878    6.8   20190427  174.1  207.7  67.5   3.4 0.070  42.873
  2003 TJ58   40.454  47.947    7.51  20201217   42.5    9.2  37.0   1.0 0.085  44.201
  2003 TH58   35.706  42.679    7.23  20201217   36.9  164.9 251.4  28.0 0.089  39.193
  2003 SS422  39.574 356.788    7.04  20210705    1.8  206.8 150.9  16.8 0.800 198.181
  2003 SR317  32.777  46.038    7.7   20190427   68.2  118.0 175.6   8.4 0.168  39.407
  2003 SQ317  39.224  46.248    6.6   20200531   11.1  191.1 176.3  28.5 0.082  42.736
  2003 SO317  28.396  50.214    8.1   20190427   60.5  111.6 187.3   6.6 0.278  39.305
  2003 SN317  40.536  44.324    6.5   20190427   75.8   84.8 215.4   1.5 0.045  42.430
  2003 QZ90   43.577  43.577    6.7   20030809    0.0  161.1 151.0   6.4 0.000  43.577
  2003 QZ111  40.354  45.711    7.0   20190427   21.2   14.5 325.9   2.7 0.062  43.032
  2003 QY90   40.761  44.947    6.4   20190427  197.5   42.6 104.1   3.8 0.049  42.854
  2003 QY113  43.882  46.780    6.7   20030829  360.0  146.5 182.3   2.9 0.032  45.331
  2003 QY111  41.661  45.164    6.9   20200531   58.4  219.7  95.8   2.9 0.040  43.413
  2003 QX90   43.345  44.768    6.8   20200531  168.1  105.0  61.3   3.2 0.016  44.056
  2003 QX111  34.073  44.736    7.1   20200531  105.1  102.2 157.4   9.5 0.135  39.404
  2003 QW91   28.709  50.212    9.1   20030809  359.9  346.2 359.2   5.2 0.272  39.460
